protein,DDA_APT_D5_1,DDA_APT_D5_2,DDA_APT_D5_3,DDA_APT_D6_1,DDA_APT_D6_2,DDA_APT_D6_3,DDA_APT_F7_1,DDA_APT_F7_2,DDA_APT_F7_3,DDA_APT_M8_1,DDA_APT_M8_2,DDA_APT_M8_3,DDA_FDU_D5_1,DDA_FDU_D5_2,DDA_FDU_D5_3,DDA_FDU_D6_1,DDA_FDU_D6_2,DDA_FDU_D6_3,DDA_FDU_F7_1,DDA_FDU_F7_2,DDA_FDU_F7_3,DDA_FDU_M8_1,DDA_FDU_M8_2,DDA_FDU_M8_3,DDA_NVG_D5_1,DDA_NVG_D5_2,DDA_NVG_D5_3,DDA_NVG_D6_1,DDA_NVG_D6_2,DDA_NVG_D6_3,DDA_NVG_F7_1,DDA_NVG_F7_2,DDA_NVG_F7_3,DDA_NVG_M8_1,DDA_NVG_M8_2,DDA_NVG_M8_3,DIA_APT_D5_1,DIA_APT_D5_2,DIA_APT_D5_3,DIA_APT_D6_1,DIA_APT_D6_2,DIA_APT_D6_3,DIA_APT_F7_1,DIA_APT_F7_2,DIA_APT_F7_3,DIA_APT_M8_1,DIA_APT_M8_2,DIA_APT_M8_3,DIA_BGI_D5_1,DIA_BGI_D5_2,DIA_BGI_D5_3,DIA_BGI_D6_1,DIA_BGI_D6_2,DIA_BGI_D6_3,DIA_BGI_F7_1,DIA_BGI_F7_2,DIA_BGI_F7_3,DIA_BGI_M8_1,DIA_BGI_M8_2,DIA_BGI_M8_3,DIA_FDU_D5_1,DIA_FDU_D5_2,DIA_FDU_D5_3,DIA_FDU_D6_1,DIA_FDU_D6_2,DIA_FDU_D6_3,DIA_FDU_F7_1,DIA_FDU_F7_2,DIA_FDU_F7_3,DIA_FDU_M8_1,DIA_FDU_M8_2,DIA_FDU_M8_3
Ras-related protein Rab-21,6.89377787214225,6.68751133905955,5.94567691535536,7.58484246321481,6.91836068557677,6.63803141446239,7.27402293324637,6.52982640341904,6.58127367506238,7.14807461255257,6.80994882869696,6.69240700461808,6.78961268692441,6.16493816326577,6.5203743155777,7.71411512623803,7.13687633085674,7.39108080876129,7.26034112780315,7.4743425671265,6.9632771540721,7.0490767351891,7.0073812994904,6.73600565858609,6.33776907845802,6.54759033958783,6.31615839907738,6.99002686712609,6.91619487097153,6.85375675237866,6.83048611136173,6.93884866548624,6.9721045201478,6.86897546519988,6.73795709443215,6.60316773660465,7.19135082633705,6.99297023599527,7.07915660015519,7.71814234656812,7.73943296958543,8.0434682092729,7.58778306225782,7.90049371060402,7.80805986321049,7.4359425781968,7.6438818167973,7.8351250890649,6.0792126298342,6.11791831335223,6.53646673691531,6.55406975061868,6.68233824269877,6.87164597912018,6.40227884337037,7.15958330023476,7.07678821886571,6.56394677787892,6.77360845725456,6.87101857267234,6.68728488933847,6.75249455204785,6.80124803570391,7.29973476240905,7.14646189498653,7.34756192732778,7.12376065324482,7.33156143451319,7.3981312020157,7.04896253809089,7.21140094558154,7.24169011348373
Ras-related protein Rab-27A,6.41499950002278,6.21886730002278,5.51833100002279,7.07215640002278,6.43218230002278,6.16034100002278,6.77294500002278,6.05639740002278,6.11752500002278,6.65459400002278,6.33256500002278,6.22611100002278,6.32499900002279,5.73907950002278,6.06327900002278,7.20747330002278,6.65220260002279,6.89677300002278,6.76786230002278,6.97383600002278,6.48010870002278,6.57003160002278,6.53599830002278,6.27651700002278,5.87074100002278,6.07083560002278,5.86093000002279,6.48968200002278,6.41968600002278,6.36819900002278,6.33450500002278,6.44309500002278,6.47697070002278,6.38042600002278,6.25871000002278,6.13363700002279,6.70303000002278,6.52313000002279,6.60811500002278,7.21551280002278,7.24163300002279,7.53455000002279,7.09230140002279,7.39608300002278,7.30619000002278,6.94133500002279,7.14574700002279,7.32916740002279,5.69032700002278,5.72516600002278,6.10576200002278,6.12551200002278,6.24130250002278,6.42388250002279,5.97810700002278,6.70193000002278,6.60636430002278,6.14201700002279,6.33185240002278,6.43465380002278,6.27325530002278,6.32053300002278,6.36146100002278,6.82860900002278,6.68830970002278,6.87235260002278,6.65952250002278,6.85483500002278,6.91159060002278,6.59828500002278,6.74847940002278,6.77692200002278
Ras-related protein Rab-2A,7.24093440002582,7.02052500002582,6.22764500002582,7.98163370002582,7.26768200002582,6.96897800002582,7.64816600002583,6.85043860002582,6.91182140002582,7.51839260002582,7.15428350002582,7.03376500002582,7.14456600002582,6.47674300002581,6.85522460002582,8.13545500002582,7.51784700002582,7.79383130002583,7.64808230002582,7.87933640002581,7.33125830002582,7.42561500002582,7.38411140002582,7.09182260002582,6.64905900002582,6.87518020002582,6.62852500002582,7.35011150002582,7.26969600002582,7.20562700002582,7.17818600002582,7.29610500002582,7.33188770002582,7.22308700002582,7.08101100002582,6.93974640002582,7.56120300002582,7.35197930002582,7.44267460002582,8.12832450002582,8.15060400002582,8.47515700002582,7.98855000002582,8.32069100002582,8.22047200002582,7.82711170002582,8.05177000002583,8.25460200002583,6.39523000002582,6.42829750002583,6.86785130002582,6.89113200002582,7.02691840002582,7.22886900002583,6.72940900002582,7.54106500002581,7.44423440002582,6.90805050002582,7.12753800002582,7.23458240002582,7.07690950002582,7.13767430002582,7.18861200002582,7.71263300002582,7.55377530002582,7.76637500002582,7.52665470002582,7.74836160002582,7.81727200002582,7.45105030002582,7.62194820002582,7.65574650002582
Ras-related protein Rab-5A,6.14352270002163,5.95432200002163,5.27609250002163,6.77369550002163,6.15339230002164,5.89466670002163,6.48567800002163,5.78665540002163,5.85631750002163,6.37253000002163,6.06611800002163,5.97225600002163,6.06565100002164,5.49944160002163,5.80795150002164,6.91810660002163,6.37736100002164,6.63111100002163,6.48596100002163,6.69803000002163,6.21751600002163,6.30622960002163,6.27911400002164,6.01461270002163,5.63876000002163,5.83724600002164,5.64140200002164,6.24057800002163,6.17239600002163,6.13179730002164,6.08490100002164,6.19776200002163,6.23181200002164,6.14181200002163,6.02234360002164,5.91211600002163,6.40817700002163,6.23882300002164,6.32054700002163,6.90901330002163,6.93500900002163,7.21916100002164,6.78843260002164,7.08048730002163,6.99028060002163,6.64005900002164,6.83993400002164,7.02256970002164,5.41184400002164,5.44961100002164,5.82687470002163,5.84080100002163,5.95206740002163,6.13271860002164,5.69533500002163,6.40743260002163,6.30694800002163,5.86039160002163,6.04570400002163,6.14830160002163,6.01144930002163,6.06124000002163,6.10469680002163,6.54806040002163,6.41618820002163,6.59611560002163,6.38478900002164,6.58105560002163,6.63588700002163,6.32929040002163,6.47393700002163,6.50344320002163
Ras-related protein Rab-5C,6.42566160002352,6.22113370002352,5.49109500002352,7.10088630002352,6.44465700002352,6.16671470002352,6.79395700002353,6.06215300002352,6.11154370002352,6.67749070002352,6.34302330002353,6.22691870002352,6.33244470002353,5.71358730002352,6.06501100002352,7.23772600002352,6.66923200002352,6.91563220002352,6.79371170002352,6.99699160002352,6.49242350002352,6.58767650002352,6.54414270002352,6.27293540002352,5.87554300002352,6.08013060002353,5.85454200002353,6.51032070002352,6.43693350002352,6.37946220002352,6.35233200002353,6.46136860002352,6.49085760002352,6.39769100002352,6.27025900002353,6.13808600002353,6.72621770002352,6.53442670002353,6.62305800002352,7.24638200002352,7.27458800002353,7.57698870002352,7.11933300002352,7.43480900002352,7.34314250002352,6.97026350002353,7.17760000002353,7.36579040002353,5.65068700002352,5.67980530002353,6.08950420002352,6.10109400002352,6.22772500002352,6.41500600002353,5.95090150002352,6.70952900002352,6.61437800002352,6.11307950002353,6.32072800002352,6.41887500002352,6.27510500002352,6.33364400002352,6.38129660002352,6.86454600002352,6.71279700002352,6.91230630002352,6.68950030002352,6.89529750002352,6.95914030002353,6.62148860002352,6.77879140002352,6.81019740002352
Ras-related protein Rab-7a,7.11830879447836,6.90893512169484,6.1578718784948,7.81873067481238,7.13358037624474,6.84680293986138,7.50144775019315,6.73727697577576,6.80042102985307,7.37263553037551,7.032174961264,6.91407903561917,7.01862575004872,6.38946791776939,6.74081135307258,7.95648336770725,7.36656109192917,7.62794099690354,7.4917522488523,7.71071490596486,7.18667467064821,7.28020359698048,7.24218363948517,6.95808220526993,6.53747604487908,6.75189100345748,6.52368995948223,7.2011942893447,7.1249388983027,7.06624099748404,7.03425335106723,7.14952858123341,7.18447291572404,7.08071185010968,6.9494436536753,6.81505360031279,7.41927066038602,7.22494619251064,7.31506867652221,7.95926534194132,7.98515368206515,8.29834504293025,7.82859041007766,8.15360649984978,8.05682337915889,7.66816321281558,7.88184929075512,8.08174503449289,6.30960835734716,6.34734978525775,6.76507427298562,6.78217990686658,6.91009194269221,7.10521668381997,6.62740334567608,7.40438442938727,7.30775149487387,6.79241909799357,7.00344485884257,7.10746905226474,6.93129499350151,6.99001234689958,7.03804893039162,7.54200238236414,7.38657228477237,7.5890164767776,7.36001277947817,7.57140388596919,7.63663036711425,7.28861207410745,7.45184712564723,7.48397114492505
Ras-related protein Rab-8B,6.56244750002269,6.36693050002269,5.6627820000227,7.2214250000227,6.57702600002269,6.3083334000227,6.9253063000227,6.20373100002269,6.2721560000227,6.80502370002269,6.4846180000227,6.37841270002269,6.4790497000227,5.89068300002269,6.2155147000227,7.3594410000227,6.8069615000227,7.0566874000227,6.9239874000227,7.13354540002269,6.6391845000227,6.7288180000227,6.6974260000227,6.4342313000227,5.99971630002269,6.1993160000227,5.9862957000227,6.6235495000227,6.5504220000227,6.4939704000227,6.4661580000227,6.5742407000227,6.6058087000227,6.50982100002269,6.3847530000227,6.2596090000227,6.84958100002269,6.6644340000227,6.7516923000227,7.3578790000227,7.3799124000227,7.6701326000227,7.2339690000227,7.5369400000227,7.44215970002269,7.0832753000227,7.2851810000227,7.4748845000227,5.8192290000227,5.8477964000227,6.2417684000227,6.2628160000227,6.3840413000227,6.5665584000227,6.11684000002269,6.84670100002269,6.7557030000227,6.2749104000227,6.4743720000227,6.5729494000227,6.4215620000227,6.47182460002269,6.5153130000227,6.9874980000227,6.84307800002269,7.02967600002269,6.8172674000227,7.01340630002269,7.0721800000227,6.7515240000227,6.9029530000227,6.9331064000227
Ras-related protein Rab-9A,6.56378560002414,6.36620470002414,5.65988830002414,7.22963670002414,6.58972260002414,6.32109740002414,6.92679200002414,6.21130300002414,6.27194400002414,6.81051060002414,6.48556000002414,6.38104400002414,6.47193900002414,5.88751800002414,6.21400640002414,7.36444100002414,6.80890560002414,7.06603570002414,6.92321630002414,7.13754460002414,6.65132700002414,6.72612950002414,6.69505830002414,6.44255100002414,6.03244200002414,6.23648500002414,6.02017970002414,6.65742000002414,6.58792730002414,6.53132300002414,6.50355960002414,6.60874370002414,6.64393800002414,6.54698200002414,6.42027330002414,6.29815900002414,6.85549300002414,6.66646400002414,6.74658540002414,7.36768700002414,7.38549140002414,7.67637350002414,7.23783100002414,7.53517300002414,7.44493100002414,7.09545700002414,7.29483500002414,7.48076500002414,5.82302470002414,5.85356570002414,6.23557330002414,6.26174400002414,6.38007550002414,6.55557780002414,6.11679400002414,6.82628800002414,6.74741650002414,6.28277250002414,6.47267870002414,6.57180500002414,6.43157340002414,6.48196800002414,6.52176140002414,6.98567720002414,6.84981000002414,7.03132700002414,6.82172350002414,7.01663700002414,7.07508330002414,6.76122570002414,6.91085800002414,6.93497560002414
Ras-related protein Rap-2c,6.87216040002421,6.66931870002421,5.92354970002421,7.55963000002421,6.88197300002421,6.59608270002421,7.25150870002421,6.48988630002421,6.55721570002421,7.1194177000242,6.78413200002421,6.66915500002421,6.77470350002421,6.14501240002421,6.48847630002421,7.69805800002421,7.11344240002421,7.37053300002421,7.23599300002421,7.4573936000242,6.92805200002421,7.02909230002421,6.99320170002421,6.70661540002421,6.25652900002421,6.46834700002421,6.25013880002421,6.91207200002421,6.83609500002421,6.78169700002421,6.74364330002421,6.86204150002421,6.89684300002421,6.79188700002421,6.66729000002421,6.53342900002421,7.17234700002421,6.98928100002421,7.07975530002421,7.71265030002421,7.74206920002421,8.04241600002421,7.58895000002421,7.90506900002421,7.80773400002421,7.41849040002421,7.63412240002421,7.83510500002421,6.07820100002421,6.11198470002421,6.52893200002421,6.54262260002421,6.66713000002421,6.86635070002421,6.38465000002421,7.1792820000242,7.05871250002421,6.54904370002421,6.76104070002421,6.86949830002421,6.70158430002421,6.75879960002421,6.80592500002421,7.30268140002421,7.15117030002421,7.35036130002421,7.12233800002421,7.33322600002421,7.39329500002421,7.05144830002421,7.21405170002421,7.24883700002421
Receptor-type tyrosine-protein phosphatase C,7.06222681511142,6.85459418486323,6.10838517882831,7.75532681308266,7.0872228538145,6.80751946389049,7.44099699974075,6.69701133270312,6.74917733111497,7.32001088637551,6.97913106060789,6.86648667869896,6.96399210233221,6.33763481714909,6.69260983174412,7.89151685529898,7.31250613038381,7.57283394440721,7.43373489110816,7.65122905060393,7.14054699891717,7.22589325018104,7.18894489922264,6.91696052295434,6.51395476204068,6.72496758401938,6.4939910516726,7.1669127914321,7.09236202799043,7.03242795879556,7.00543758592966,7.11611027344193,7.14944982029014,7.04871792913576,6.91719438082531,6.78527495459365,7.36568521276434,7.17059884023081,7.25745125171859,7.89724129445669,7.91949599283305,8.22160589263462,7.7664907735513,8.07805650129976,7.9842372893528,7.61485524747991,7.82419660943101,8.01767456532883,6.26992772996174,6.30539372030343,6.71788841147861,6.7370728454096,6.8646593330669,7.05326215453731,6.58510025237711,7.34824460846719,7.25591686163905,6.75257607108762,6.95950532753935,7.06046632862515,6.90341518622469,6.96168862748045,7.00917980837307,7.49913185952171,7.3514855686818,7.54891000820566,7.32660952789225,7.53244697439091,7.59686513401562,7.25605763632518,7.41706302353029,7.44587411828621
Regulation of nuclear pre-mRNA domain-containing protein 1B,6.89967600002478,6.68492030002479,5.93144400002479,7.61413500002479,6.93252600002479,6.64780400002479,7.29176300002479,6.53458930002479,6.58432400002479,7.16611340002478,6.81411700002479,6.69941000002479,6.79867120002479,6.17077500002478,6.53085570002479,7.75243760002479,7.16294200002479,7.42325160002479,7.28761960002479,7.50470200002478,6.99060600002479,7.06998440002479,7.02630230002479,6.75621650002479,6.34561100002479,6.55808070002479,6.31864550002479,7.00940300002479,6.93373300002478,6.86805060002479,6.84800150002479,6.95523450002479,6.98895930002479,6.88584760002479,6.75074000002479,6.61098200002479,7.20498370002478,6.99280000002479,7.07913800002479,7.74092000002479,7.76277100002479,8.07975100002479,7.60431430002479,7.92997300002479,7.83575300002479,7.45722600002479,7.66592550002479,7.85789160002479,6.09194200002479,6.12378070002479,6.53860700002479,6.56311300002479,6.69454700002479,6.87921000002479,6.41238200002478,7.16211800002478,7.09023330002479,6.58127300002479,6.78711000002479,6.88503700002479,6.72278400002478,6.78212360002478,6.82843880002479,7.32692900002479,7.17727660002479,7.37510870002478,7.15339900002479,7.36047200002479,7.42599500002479,7.08156160002479,7.24218800002479,7.26797800002478
Regulator of chromosome condensation,7.03038228854657,6.82532940330747,6.0916075493964,7.71405681290875,7.04867971654047,6.76886993713261,7.4062638953677,6.65717312987277,6.72331974013259,7.28107457443574,6.94612634441661,6.83401331448609,6.93573566781472,6.32276343536737,6.66098108801634,7.85734069093328,7.27653024116694,7.53958270546865,7.4007201532881,7.61710143964653,7.10662165668568,7.19410329617957,7.15800981623481,6.88871131214146,6.46123941812087,6.67164292951725,6.44687629684159,7.11349910273295,7.03917036179434,6.97732480382853,6.95153588918456,7.06244023885286,7.09580032096143,6.9945798510286,6.86345925097944,6.73279444733924,7.3345436123613,7.14333690733416,7.2301039879308,7.86519206422744,7.89108543595287,8.19928153352797,7.73707969569114,8.05609222835945,7.96088102401571,7.58076463629908,7.79061623761909,7.98766554909726,6.25779425088598,6.28942461947546,6.69707182031413,6.71652055883936,6.84208279836852,7.03051811313692,6.56431119849656,7.32247353140373,7.22926613052659,6.73097154423941,6.93633029496482,7.0389212336985,6.88655924263762,6.94406762852415,6.98952185545497,7.48123654400693,7.33077483740494,7.52874247685994,7.30590809470929,7.51229617632152,7.57373586066557,7.23609754256874,7.39705498409437,7.4254067311182
Regulator of nonsense transcripts 1,6.86919100031663,6.66145134262315,5.92281813978621,7.55862369256087,6.89564112406276,6.61830656233287,7.24658761625659,6.50865981790601,6.55829740105628,7.1238703905337,6.78504438097631,6.66914998337108,6.76431353801222,6.14935247100813,6.50260759912605,7.68928642117971,7.1141260958286,7.3713669044933,7.23584537914872,7.4491130402738,6.94760044990424,7.02746749029748,6.98738378254005,6.72032344764196,6.3127808639398,6.52058192875424,6.28870951060659,6.96133960975986,6.88726809815142,6.82216463307298,6.80401835301518,6.90778878864861,6.9406598666062,6.84164980417902,6.70954831419818,6.57434648634037,7.17068387851392,6.96926265866976,7.05478465740322,7.69183827310153,7.71299397014738,8.01692231293441,7.56101962556608,7.874004907523,7.78201405243454,7.41461712243695,7.61793432461743,7.80655774034408,6.07033971225614,6.10429081838971,6.51605388203524,6.53768603519694,6.66641181699443,6.84979167436877,6.38728085196264,7.13029227447778,7.05661517575002,6.55061782492517,6.75746382175285,6.85208173290452,6.68200184638944,6.74370597755637,6.79048152196977,7.28304044003216,7.13234256196402,7.32982365429519,7.10930644426035,7.31501984949039,7.38066265833507,7.03897413229611,7.19835570918089,7.22573203281384
Replication factor C subunit 2,6.52234700002319,6.31952050002319,5.6007233000232,7.1999180000232,6.55237000002319,6.28325100002319,6.8919810000232,6.1694090000232,6.2238850000232,6.77805570002319,6.4463440000232,6.3390850000232,6.4305210000232,5.82878400002319,6.17351400002319,7.3346270000232,6.7740054000232,7.0316930000232,6.88883800002319,7.10506960002319,6.6129303000232,6.6912890000232,6.6568900000232,6.39972930002319,6.00430770002319,6.2101200000232,5.9838095000232,6.63951640002319,6.56813500002319,6.5069050000232,6.4845185000232,6.58930440002319,6.62159060002319,6.52572700002319,6.3947706000232,6.2678556000232,6.81349850002319,6.6137743000232,6.6972017000232,7.3263106000232,7.3417916000232,7.6389985000232,7.1921806000232,7.49490640002319,7.40226650002319,7.0556726000232,7.2555985000232,7.4399090000232,5.7446150000232,5.7800030000232,6.1841930000232,6.2087090000232,6.3345933000232,6.5124050000232,6.0619380000232,6.78075460002319,6.7130795000232,6.2270840000232,6.4283156000232,6.5211920000232,6.36404940002319,6.4259443000232,6.47133500002319,6.9486780000232,6.8049280000232,6.99665260002319,6.7814636000232,6.98132800002319,7.0437794000232,6.71489800002319,6.8685150000232,6.89554000002319
Replication factor C subunit 4,6.55630830002383,6.34480860002383,5.60675800002383,7.25235200002383,6.58884670002383,6.31300800002383,6.93892900002384,6.19867200002383,6.25104900002383,6.81909470002383,6.47487160002383,6.36159200002383,6.45601500002383,5.83457000002383,6.18675370002383,7.37787000002383,6.80443400002383,7.06794830002383,6.92629000002383,7.14476730002383,6.64005400002383,6.71914400002383,6.67715450002383,6.41618970002383,6.03278900002383,6.24164600002383,6.00793840002383,6.68374160002383,6.60916600002383,6.54686640002383,6.52556750002383,6.63252000002383,6.66504000002383,6.56309100002383,6.42933700002383,6.29874850002383,6.86529540002383,6.66204360002384,6.74595170002383,7.39226300002383,7.41026070002383,7.71495800002383,7.25653840002383,7.56907460002383,7.47343060002383,7.11268000002383,7.31834750002383,7.50873200002384,5.76423360002383,5.79778400002384,6.21520140002383,6.24215460002383,6.37419100002383,6.55818100002383,6.09328400002383,6.83977030002383,6.76414600002383,6.25499500002383,6.46425340002383,6.55659600002383,6.40380200002383,6.46871760002383,6.51669550002383,7.01642560002383,6.86518700002383,7.06567100002383,6.84429400002383,7.05091050002383,7.11318060002383,6.76963500002383,6.92866400002383,6.95772170002383
Replication protein A 14 kDa subunit,6.74258310577187,6.53516638620034,5.80046721499625,7.43524274920329,6.76740345604609,6.48771720796805,7.12325196015291,6.3778383842222,6.43559828376071,6.99875430263718,6.66042814386048,6.54501427852193,6.64162625201024,6.02570802550104,6.37321166645464,7.56375570711493,6.98896240799958,7.2446580336276,7.11106037494047,7.32596079674123,6.81832131225568,6.90093217585246,6.86176126459177,6.59214489849857,6.19286570670178,6.40049208203061,6.17526077709179,6.83730894055859,6.76329365103686,6.70146851652068,6.67634187556736,6.78573294537867,6.81854085115671,6.71714113793121,6.58847454219607,6.45676912220915,7.04382078183993,6.84356181070278,6.93193597000054,7.56782973423074,7.58833555609789,7.89106069174882,7.43656867801087,7.74969056930256,7.65606635023569,7.28611259792113,7.49080281839272,7.68583912946718,5.95817953052124,5.99368834404977,6.39730992200472,6.41942437672849,6.54572296839293,6.73259092237608,6.26948127743689,7.01675714542005,6.93248302268105,6.4302489719448,6.63531355813005,6.73283921654568,6.56162438574191,6.61813232538689,6.66419882365455,7.15649713963604,7.00561416749773,7.20235649232182,6.98194370077987,7.18557777260154,7.24902083315987,6.91235848086919,7.06968621498986,7.09848328359517
Reticulocalbin-1,6.79705520002416,6.59620400002416,5.87510160002417,7.47454700002418,6.81827350002417,6.54123300002417,7.16748700002418,6.43295050002416,6.49652900002417,7.04516650002416,6.71502160002417,6.60461400002416,6.69936700002417,6.09916830002416,6.43951100002416,7.60989050002417,7.04065280002418,7.29315300002417,7.16267000002417,7.37205800002416,6.87153400002417,6.95645760002418,6.92066570002417,6.66448700002416,6.22471480002416,6.42975500002417,6.21045730002418,6.86229900002417,6.79108240002416,6.72866000002418,6.70492360002418,6.81209400002416,6.84484860002416,6.74579100002416,6.61905530002417,6.48723750002417,7.08838270002416,6.89270800002417,6.97743600002418,7.60545350002418,7.62984940002418,7.93579700002418,7.47796900002417,7.79483200002416,7.70246270002416,7.32856660002418,7.53212400002418,7.72163900002418,6.03103160002417,6.06601760002418,6.46071000002416,6.48333000002417,6.60484840002417,6.78577470002418,6.33468340002416,7.06330900002416,6.97852950002417,6.49696250002418,6.69471300002417,6.79339360002416,6.63556770002417,6.69029400002416,6.73215100002416,7.21523570002417,7.06852800002416,7.25964740002416,7.04325250002416,7.24253200002416,7.30099630002416,6.97922300002416,7.13368030002416,7.15761700002416
Reticulon,6.7056704000233,6.4943266000233,5.75306030002331,7.40727230002331,6.73840600002331,6.4601274000233,7.08808500002331,6.34191300002331,6.40098300002331,6.9692364000233,6.62518640002331,6.51598070002331,6.59879540002331,5.9857297000233,6.3307720000233,7.5296645000233,6.95292000002331,7.2226800000233,7.0709950000233,7.2998150000233,6.7957110000233,6.8694425000233,6.83537440002331,6.56966900002331,6.15857300002331,6.36946800002331,6.13981960002331,6.81094550002331,6.7367973000233,6.67058900002331,6.65082740002331,6.75692370002331,6.79193600002331,6.6917634000233,6.55807100002331,6.43050700002331,7.0078980000233,6.80092200002331,6.88779740002331,7.53663830002331,7.55262600002331,7.85371500002331,7.40029900002331,7.70939870002331,7.6133513000233,7.25608870002331,7.46094470002331,7.65718100002331,5.8934620000233,5.93425460002331,6.3515863000233,6.38133400002331,6.51146750002331,6.69422670002331,6.2304300000233,6.9676920000233,6.89709850002331,6.39585200002331,6.6015744000233,6.6961737000233,6.52113400002331,6.5853877000233,6.6324186000233,7.13364100002331,6.9851623000233,7.1841207000233,6.96171200002331,7.1669574000233,7.2290640000233,6.89177270002331,7.05230000002331,7.0790390000233
Retinol dehydrogenase 11,7.06972360002511,6.85146950002512,6.07700820002513,7.79488100002513,7.09729430002512,6.80321070002512,7.46730100002513,6.69176770002512,6.73559330002512,7.33710050002512,6.98009630002513,6.85394900002513,6.95842400002513,6.30679370002512,6.69039100002513,7.92488860002513,7.32485250002513,7.57946540002513,7.45291140002511,7.66901600002511,7.14042040002512,7.23055300002512,7.17981800002513,6.89831730002512,6.49963900002512,6.71701700002512,6.47091900002513,7.17482200002512,7.10011340002511,7.03339530002513,7.01241300002513,7.12146850002513,7.15749400002512,7.04879400002512,6.91438000002513,6.76828530002512,7.38290400002512,7.17087130002513,7.25927450002513,7.92759900002513,7.94902200002513,8.26740100002513,7.79192600002513,8.12076700002512,8.02428200002512,7.63720560002513,7.84960200002513,8.04568800002513,6.23048070002513,6.27393500002513,6.69907300002513,6.71771570002512,6.85191630002513,7.04575000002513,6.56386040002512,7.34394070002512,7.26084380002512,6.72762160002513,6.94321540002512,7.04284950002513,6.84438370002512,6.91049530002513,6.96040300002512,7.47360200002513,7.31593200002513,7.52376270002512,7.29424570002513,7.50694100002512,7.57818650002512,7.21591040002512,7.38361400002512,7.41298900002511
Rho GDP-dissociation inhibitor 1,7.24578411582713,7.03732055056343,6.28881434817269,7.94645514364383,7.27521993473249,6.99411009342934,7.63007276401043,6.88300391078276,6.93697788970151,7.50787740104858,7.16358620973731,7.04922529590104,7.14731297281387,6.51797198623949,6.87985175979918,8.08068675376144,7.49958904309722,7.75806810625085,7.62325315415487,7.83729507773032,7.32939664470206,7.41243532713962,7.37192885391685,7.10331886261876,6.69634207014496,6.90648718671181,6.6741730943898,7.34935710297562,7.27451450884212,7.21145010622808,7.18971673593348,7.29758788660848,7.33008613991184,7.22808904851154,7.0958850575158,6.96242579740298,7.55632186093949,7.35353520907071,7.43919363552033,8.08851645372298,8.10953914886971,8.42033228816291,7.95644752925164,8.27454775920882,8.18060814904468,7.80636227888244,8.01342861712492,8.20460653237356,6.45330813341151,6.48635298716204,6.89868069800305,6.92155630585006,7.05067907853428,7.23712408598605,6.7710323729976,7.52330861815814,7.44188169672999,6.93578320395177,7.14429137311606,7.24154516063799,7.08670002643178,7.14663206846985,7.19239332776637,7.68941230727408,7.53886737106029,7.73776428916142,7.51575415668838,7.72192831719199,7.7855562926315,7.44457168164772,7.60421692312585,7.63381232876391
Rho GDP-dissociation inhibitor 2,6.90356503260794,6.6910230934075,5.94866974868344,7.59989497228972,6.93040427992813,6.64647427808249,7.28639349407383,6.53749339085345,6.59214573278695,7.16260182283224,6.81885829884363,6.70287861635302,6.80514797284106,6.18094601289405,6.53535505529307,7.73719789131021,7.15714404850582,7.41522728599213,7.28356772227201,7.49625483856957,6.98567195639574,7.07032170475,7.02821448572562,6.75879370720989,6.34871401744832,6.5606035970177,6.32247710126173,7.00656269233719,6.93251858144771,6.86900515813751,6.848746713768,6.95502412814241,6.9875325797201,6.88689650343262,6.75269138561702,6.61565626022106,7.2120134303908,7.01214266944181,7.0977672853251,7.74232290983477,7.76461711822589,8.0702333298753,7.61318616445828,7.92910212392532,7.83361426272497,7.45947344782144,7.6658445767704,7.85910987057115,6.09886808879018,6.13347326398416,6.55031134438428,6.57166923494716,6.70139494930866,6.88874186312966,6.42138687664776,7.18094432703668,7.09677743343106,6.5813808406777,6.7928350577806,6.88890487168756,6.72431656492434,6.790899478762,6.83924843984431,7.33985969956023,7.18558974333799,7.38679790187028,7.16458784627826,7.37145766737257,7.43558335277165,7.08992111158932,7.25089555104015,7.28019394218852
Rho GTPase-activating protein 1,6.78052650843057,6.57351454685359,5.8342976028389,7.46993873301773,6.80726922403778,6.5285362276041,7.15950568020905,6.42127057042363,6.46848149559906,7.03531133380195,6.69527390459651,6.57741016036767,6.67388784404192,6.05485394421732,6.41176129814298,7.59691431480981,7.02515128084538,7.27667313478867,7.14775185097221,7.35681120919064,6.85478412052258,6.93551565781168,6.89273642973486,6.62794192483479,6.22353477995796,6.42940189182124,6.19771592228782,6.86821185562134,6.79456937751918,6.72891600969504,6.71221584544873,6.81485886267814,6.84817393538944,6.74558551807921,6.61587633644254,6.47978645299993,7.07985185595922,6.87797276004465,6.96431894491045,7.60057512874718,7.6229727957703,7.92704980821949,7.47014569283045,7.7856383117365,7.69393811242101,7.32182223075449,7.52619920969892,7.71649793840707,5.97655904001663,6.01132451237977,6.42524758345095,6.44598645794625,6.57689409702392,6.76307167403688,6.2972591910016,7.04722154661472,6.96931642951961,6.45409132805336,6.66379952898327,6.75764357104051,6.5818808586266,6.64597655363209,6.69395742431109,7.19345454316187,7.03985821976223,7.24035464311868,7.0185527476949,7.22463475099277,7.29058433245765,6.9433950642466,7.10446425758725,7.13450057091816
